10001,#hash_317a8b8df3aa8838,#combat,15,0,1,&#hash_534f6d4402126d63,&#hash_61911c5777a3e35,1,u9?0
10002,#contract_mp_trophy_system_defense,#equipment,5,0,1,&#contract/trophy_system_defense,&#contract/trophy_system_defense_desc,1,u9?0
10003,#hash_1005918e22a7865b,#combat,50,0,1,&#contract/ar_kills,&#contract/ar_kills_desc,1,u9?0
10004,#hash_2173bc0bfcbdf90f,#combat,50,0,1,&#contract/smg_kills,&#contract/smg_kills_desc,1,u9?0
10005,#hash_151c8e7a35e1e380,#combat,50,0,1,&#contract/lmg_kills,&#contract/lmg_kills_desc,1,u9?0
10006,#hash_1a4fe101c7aab2d,#combat,50,0,1,&#hash_7e03963e29bfac7f,&#hash_f549ac599bfd151,1,u9?0
10007,#hash_21762ab1513fddf,#combat,25,0,1,&#contract/sniper_kills,&#contract/sniper_kills_desc,1,u9?0
10008,#hash_5262d5b92e0fdc2,#combat,40,0,1,&#contract/shotgun_kills,&#contract/shotgun_kills_desc,1,u9?0
10009,#hash_250c2d8ef2261723,#combat,40,0,1,&#contract/pistol_kills,&#contract/pistol_kills_desc,1,u9?0
10010,#hash_3ffc3d28289d21bb,#equipment,5,0,1,&#hash_263d212048a01bfa,&#hash_4ef6f5bcd0444ca,1,u9?0
10011,#contract_mp_headshot,#combat,10,1,1,&#contract/headshots,&#contract/headshots_desc,1,u9?0
10012,#hash_4c15367eed618401,#combat,5,1,1,&#contract/blood_thirsty,&#contract/blood_thirsty_desc,1,u9?0
10013,#contract_mp_combat_axe_kill,#equipment,5,0,1,&#contract/combat_axe_kills,&#contract/combat_axe_kills_desc,1,u9?0
10014,#contract_mp_frag_double_kill,#equipment,1,1,1,&#contract/frag_double_kill,&#contract/frag_double_kill_desc,1,u9?0
10015,#contract_mp_molotov_kill,#equipment,5,0,1,&#contract/molotov_kill,&#contract/molotov_kill_desc,1,u9?0
10016,#hash_4a7d49c14e026e91,#equipment,1,1,1,&#hash_5befe7797bce6583,&#hash_6ea2fe9a01a3f715,1,u9?0
10017,#contract_mp_bankshot,#combat,1,1,1,&#contract/bankshot,&#contract/bankshot_desc,1,u9?0
10018,#contract_mp_longshot,#combat,5,0,1,&#contract/longshot,&#contract/longshot_desc,1,u9?0
10019,#contract_mp_shutdown,#combat,1,1,1,&#contract/shutdown,&#contract/shutdown_desc,1,u9?0
10020,#contract_mp_oneshot_onekill,#combat,20,0,1,&#contract/oneshot_onekill,&#contract/oneshot_onekill_desc,1,u9?0
10021,#contract_mp_quad_feed,#combat,1,1,1,&#contract/quad_feed,&#contract/quad_feed_desc,1,u9?0
10022,#contract_mp_pickup_weapon_kills,#combat,20,0,1,&#contract/pickup_weapon_kills,&#contract/pickup_weapon_kills_desc,1,u9?0
10023,#contract_mp_hotswap_multikill,#combat,1,1,1,&#contract/hotswap_multikills,&#contract/hotswap_multikills_desc,1,u9?0
10024,#contract_mp_attachments3_primary_ekia,#combat,50,0,1,&#contract/attachments3_primary_ekia,&#contract/attachments3_primary_ekia_desc,1,u9?0
10025,#contract_mp_attachments5_primary_ekia,#combat,50,0,1,&#contract/attachments5_primary_ekia,&#contract/attachments5_primary_ekia_desc,1,u9?0
10026,#contract_mp_attachments3_secondary_ekia,#combat,40,0,1,&#contract/attachments3_secondary_ekia,&#contract/attachments3_secondary_ekia_desc,1,u9?0
10027,#contract_mp_attachments5_secondary_ekia,#combat,40,0,1,&#contract/attachments5_secondary_ekia,&#contract/attachments5_secondary_ekia_desc,1,u9?0
10028,#contract_mp_overkill,#combat,10,0,1,&#contract/overkill,&#contract/overkill_desc,1,u9?0
10029,#contract_mp_class_5_perks,#combat,50,0,1,&#contract/class_5_perks,&#contract/class_5_perks_desc,1,u9?0
10030,#contract_mp_class_gluttony,#combat,50,0,1,&#contract/class_gluttony,&#contract/class_gluttony_desc,1,u9?0
10031,#contract_mp_dart_kills,#scorestreak,5,0,1,&#contract/dart_kills,&#contract/dart_kills_desc,1,u9?0
10032,#contract_mp_gunship_kills,#scorestreak,5,1,1,&#contract/gunship_kills,&#contract/gunship_kills_desc,1,u9?0
10033,#contract_mp_rcxd_kills,#scorestreak,5,0,1,&#contract/rcxd_kills,&#contract/rcxd_kills_desc,1,u9?0
10034,#contract_mp_lightning_strike,#scorestreak,5,1,1,&#contract/lightning_strike,&#contract/lightning_strike_desc,1,u9?0
10035,#contract_mp_hellstorm_kills,#scorestreak,5,1,1,&#contract/hellstorm_kills,&#contract/hellstorm_kills_desc,1,u9?0
10036,#contract_mp_mantis_kills,#scorestreak,5,1,1,&#contract/mantis_kills,&#contract/mantis_kills_desc,1,u9?0
10037,#contract_mp_collateral,#combat,1,1,1,&#contract/collateral,&#contract/collateral_desc,1,u9?0
10038,#hash_ca75e54eb5e5ef8,#combat,1,1,1,&#hash_4c9c3ba74277a176,&#hash_413d68b6a2f85d86,1,u9?0
10039,#contract_mp_merciless,#combat,1,1,1,&#contract/merciless,&#contract/merciless_desc,1,u9?0
10040,#contract_mp_objective_capture,#objective,10,0,1,&#contract/objective_capture,&#contract/objective_capture_desc,1,u9?0
10041,#contract_mp_eliminations,#objective,25,0,1,&#contract/eliminations,&#contract/eliminations_desc,1,u9?0
10042,#contract_mp_objective_ekia,#objective,50,0,1,&#contract/objective_ekia,&#contract/objective_ekia_desc,1,u9?0
10043,#contract_mp_scorestreak_assists,#scorestreak,250,0,1,&#contract/scorestreak_assists,&#contract/scorestreak_assists_desc,1,u9?0
10044,#hash_5903b7c9559be1e,#scorestreak,5,0,1,&#hash_62d4e65dd8c7d2b1,&#hash_2787a7c25fbffe0b,1,u9?0
10045,#hash_31951837e7c9b9ef,#scorestreak,5,0,1,&#hash_63ff2d063824b746,&#hash_11390b7e2860f736,1,u9?0
10046,#hash_276886a0fbac5de0,#scorestreak,1,1,1,&#hash_1bca74d07d1c411a,&#hash_4a9d2141052317aa,1,u9?0
10047,#hash_741b3c0ab3e7a55f,#scorestreak,1,1,1,&#hash_18292ad4016e22df,&#hash_1b8feca9146fe371,1,u9?0
10048,#contract_mp_specialist_weapon_multikills,#specialist,5,1,1,&#contract/specialist_weapon_multikills,&#contract/specialist_weapon_multikills_desc,1,u9?0
10049,#contract_mp_specialist_equipment_multikills,#specialist,5,1,1,&#contract/specialist_equipment_multikills,&#contract/specialist_equipment_multikills_desc,1,u9?0
10050,#contract_mp_specialist_weapon_ekia,#specialist,10,0,1,&#contract/specialist_weapon_ekia,&#contract/specialist_weapon_ekia_desc,1,u9?0
10051,#contract_mp_specialist_equipment_ekia,#specialist,10,0,1,&#contract/specialist_equipment_ekia,&#contract/specialist_equipment_ekia_desc,1,u9?0
10052,#contract_mp_hardcore_ekia,#combat,50,0,1,&#contract/hardcore_ekia,&#contract/hardcore_ekia_desc,1,u9?0
10053,#contract_mp_headshots_hardcore,#combat,10,0,1,&#contract/headshots_hardcore,&#contract/headshots_hardcore_desc,1,u9?0
10054,#contract_mp_multikill_2_or_better,#combat,10,0,1,&#contract/multikill_2_or_better,&#contract/multikill_2_or_better_desc,1,u9?0
10055,#contract_mp_multikill_3_or_better,#combat,3,0,1,&#contract/multikill_3_or_better,&#contract/multikill_3_or_better_desc,1,u9?0
10056,#contract_mp_match_wins,#victory,5,0,1,&#contract/match_wins,&#contract/match_wins_desc,1,u9?0
10057,#contract_mp_play_heist,#play,5,0,1,&#contract/play_heist,&#contract/play_heist_desc,1,u9?0
10058,#contract_mp_play_kill_confirmed,#play,5,0,1,&#contract/play_kill_confirmed,&#contract/play_kill_confirmed_desc,1,u9?0
10059,#contract_mp_play_team_deathmatch,#play,5,0,1,&#contract/play_tdm,&#contract/play_tdm_desc,1,u9?0
10060,#contract_mp_play_safeguard,#play,5,0,1,&#contract/play_safeguard,&#contract/play_safeguard_desc,1,u9?0
10061,#contract_mp_play_domination,#play,5,0,1,&#contract/play_dom,&#contract/play_dom_desc,1,u9?0
10062,#contract_mp_play_search,#play,5,0,1,&#contract/play_sd,&#contract/play_sd_desc,1,u9?0
10063,#contract_mp_play_control,#play,5,0,1,&#contract/play_control,&#contract/play_control_desc,1,u9?0
10064,#contract_mp_play_free_for_all,#play,5,0,1,&#contract/play_ffa,&#contract/play_ffa_desc,1,u9?0
10065,#contract_mp_play_hardpoint,#play,5,0,1,&#contract/play_hp,&#contract/play_hp_desc,1,u9?0
10066,#contract_mp_play_hardcore_team_deathmatch,#play,5,0,1,&#contract/play_hc_tdm,&#contract/play_hc_tdm_desc,1,u9?0
10067,#contract_mp_play_public_match_games,#play,5,0,1,&#contract/play_public_match_games,&#contract/play_public_match_games_desc,1,u9?0
10068,#contract_mp_play_infection,#play,5,0,1,&#contract/play_infection,&#contract/play_infection_desc,1,u9?0
10069,#contract_mp_play_prop_hunt,#play,5,0,1,&#contract/play_prop_hunt,&#contract/play_prop_hunt_desc,1,u9?0
10070,#contract_mp_play_gun_game,#play,5,0,1,&#contract/play_gun_game,&#contract/play_gun_game_desc,1,u9?0
10071,#contract_mp_play_bare_bones,#play,5,0,1,&#contract/play_bare_bones,&#contract/play_bare_bones_desc,1,u9?0
10072,#contract_mp_play_capture_the_flag,#play,5,0,1,&#contract/play_ctf,&#contract/play_ctf_desc,1,u9?0
20001,#contract_wl_play_games,#play,5,0,2,&#contract/wl_play_games,&#contract/wl_play_games_desc,1,u9?0
20002,#hash_1d1b3fe36f24b6ac,#combat,5,0,2,&#hash_7827646493844bdc,&#hash_698ca669d466f224,1,u9?0
20003,#hash_63e1c91ddca36b58,#combat,5,1,2,&#hash_e181b098da8fce8,&#hash_3b8a13a7a35bfb30,1,u9?0
20004,#contract_wl_score_per_mode,#objective,5,0,2,&#contract/wl_score_per_mode,&#contract/wl_score_per_mode_desc,1,u9?0
20005,#contract_wl_score_per_mode_hard,#objective,5,1,2,&#contract/wl_score_per_mode_hard,&#hash_6416ba9994704938,1,u9?0
20006,#hash_518ce6f8a5567a08,#objective,5,1,2,&#hash_281ccfd8edeb6818,&#hash_546f1a84f8ce4d00,1,u9?0
20007,#hash_8f83854f9aa068e,#combat,1,1,2,&#hash_6e16d1e64b79551e,&#hash_4ae6490e3bed152e,1,u9?0
20008,#hash_783240d7e11018c9,#combat,5,0,2,&#hash_715d46dc69fc8bf9,&#hash_648eeabe5282c5d3,1,u9?0
20009,#contract_wl_kills_without_dying,#combat,3,1,2,&#contract/wl_kills_without_dying,&#hash_12ce7a83ea7dc5a0,1,u9?0
20010,#contract_wl_top_3_team,#combat,3,0,2,&#contract/wl_top_3_team,&#contract/wl_top_3_team_desc,1,u9?0
20011,#hash_117aee9968655de3,#combat,1,1,2,&#hash_6d0bbfa9b3800b13,&#hash_5a76f45bf07b27c5,1,u9?0
20012,#hash_3ddcd024e6e13a32,#scorestreak,5,0,2,&#hash_538fd1ccc3f31222,&#hash_f77039e632bcff2,1,u9?0
20013,#contract_wl_win_games,#victory,4,0,2,&#contract/wl_win_games,&#contract/wl_win_games_desc,1,u9?0
20014,#contract_wl_win_games_hard,#victory,8,1,2,&#hash_3671abb43f605fce,&#hash_524e0022cb0a2b7e,1,u9?0
20015,#contract_wl_win_streak,#victory,1,0,2,&#contract/wl_win_streak,&#hash_6042a40123c9b27,1,u9?0
20016,#contract_wl_win_streak_hard,#victory,1,1,2,&#contract/wl_win_streak_hard,&#contract/wl_win_streak_hard_desc,1,u9?0
20017,#hash_35e52e40ab6d1223,#victory,500,0,2,&#hash_674d283f9019a733,&#hash_584e07a1708fce25,1,u9?0
20018,#hash_421c3b5196a40f99,#victory,1000,1,2,&#hash_60a3cb06a22ff689,&#hash_72ec9952a0cbb643,1,u9?0
20019,#hash_61c7d530de491c8d,#combat,3,1,2,&#hash_2a9bf902b4e1867d,&#hash_73bae56f86b779c7,1,u9?0
20020,#contract_wl_kingslayer,#combat,15,0,2,&#contract/wl_kingslayer,&#hash_78c69fdc2a7df3fb,1,u9?0
20021,#contract_wl_multikill_2_or_better,#combat,5,0,2,&#contract/wl_multikill_2_or_better,&#contract/wl_multikill_2_or_better_desc,1,u9?0
20022,#contract_wl_multikill_3_or_better,#combat,1,1,2,&#contract/wl_multikill_3_or_better,&#contract/wl_multikill_3_or_better_desc,1,u9?0
30001,#contract_zm_kills,#combat,300,0,3,&#zm_contract/kills,&#zm_contract/kills_desc,1,u9?0
30002,#contract_zm_melee_kills,#combat,150,0,3,&#zm_contract/melee_kills,&#zm_contract/melee_kills_desc,1,u9?0
30003,#contract_zm_ar_kills,#combat,200,0,3,&#zm_contract/ar_kills,&#zm_contract/ar_kills_desc,1,u9?0
30004,#contract_zm_shotgun_kills,#combat,200,0,3,&#zm_contract/shotgun_kills,&#zm_contract/shotgun_kills_desc,1,u9?0
30005,#contract_zm_tr_kills,#combat,200,0,3,&#zm_contract/tr_kills,&#zm_contract/tr_kills_desc,1,u9?0
30006,#contract_zm_smg_kills,#combat,200,0,3,&#zm_contract/smg_kills,&#zm_contract/smg_kills_desc,1,u9?0
30007,#contract_zm_sniper_kills,#combat,200,0,3,&#zm_contract/sniper_kills,&#zm_contract/sniper_kills_desc,1,u9?0
30008,#contract_zm_lmg_kills,#combat,200,0,3,&#zm_contract/lmg_kills,&#zm_contract/lmg_kills_desc,1,u9?0
30009,#contract_zm_pistol_kills,#combat,200,0,3,&#zm_contract/pistol_kills,&#zm_contract/pistol_kills_desc,1,u9?0
30010,#contract_zm_packed_kills,#combat,150,1,3,&#zm_contract/packed_kills,&#zm_contract/packed_kills_desc,1,u9?0
30011,#contract_zm_special_kills,#combat,150,0,3,&#zm_contract/special_kills,&#zm_contract/special_kills_desc,1,u9?0
30012,#contract_zm_equip_kills,#combat,150,0,3,&#zm_contract/equipment_kills,&#zm_contract/equipment_kills_desc,1,u9?0
30013,#contract_zm_explosive_kills,#combat,150,0,3,&#zm_contract/explosive_kills,&#zm_contract/explosive_kills_desc,1,u9?0
30014,#contract_zm_points,#combat,50000,0,3,&#zm_contract/points_earned,&#zm_contract/points_earned_desc,1,u9?0
30015,#contract_zm_pack_a_punch,#exploration,25,0,3,&#zm_contract/pack_a_punch,&#zm_contract/pack_a_punch_desc,1,u9?0
30016,#contract_zm_shield_kills,#combat,100,0,3,&#zm_contract/shield_kills,&#zm_contract/shield_kills_desc,1,u9?0
30017,#contract_zm_perks,#milestone,1,0,3,&#zm_contract/perks,&#zm_contract/perks_desc,1,u9?0
30018,#contract_zm_magicbox,#exploration,20,0,3,&#zm_contract/magicbox,&#zm_contract/magicbox_desc,1,u9?0
30019,#contract_zm_wallbuys,#exploration,30,0,3,&#zm_contract/wallbuys,&#zm_contract/wallbuys_desc,1,u9?0
30020,#contract_zm_weapons_bought,#exploration,30,0,3,&#zm_contract/weapons_bought,&#zm_contract/weapons_bought_desc,1,u9?0
30021,#contract_zm_headshots,#combat,200,0,3,&#zm_contract/headshots,&#zm_contract/headshots_desc,1,u9?0
30022,#contract_zm_heavy_kills,#combat,20,1,3,&#zm_contract/heavy_kills,&#zm_contract/heavy_kills_desc,1,u9?0
30023,#contract_zm_miniboss_kills,#combat,15,1,3,&#zm_contract/miniboss_kills,&#zm_contract/miniboss_kills_desc,1,u9?0
30024,#hash_38b41a1f3105c462,#combat,1,1,3,&#hash_981b93a154bd3cc,&#hash_6ce9d52f56c74e34,1,u9?0
30025,#contract_zm_single_special,#combat,1,1,3,&#zm_contract/single_special,&#zm_contract/single_special_desc,1,u9?0
30026,#contract_zm_rounds,#milestone,1,1,3,&#zm_contract/rounds,&#zm_contract/rounds_desc,1,u9?0
30027,#contract_zm_doors,#milestone,30,0,3,&#zm_contract/doors,&#zm_contract/doors_desc,1,u9?0
30028,#contract_zm_gauntlet_silver,#victory,1,1,3,&#zm_contract/gauntlet_silver,&#zm_contract/gauntlet_silver_desc,1,u9?0
30029,#contract_zm_rush_multiplier,#milestone,1,1,3,&#zm_contract/rush_multiplier,&#zm_contract/rush_multiplier_desc,99,u9?0
30030,#contract_zm_no_pap,#milestone,1,1,3,&#zm_contract/no_pap,&#zm_contract/no_pap_desc,99,u9?0
30031,#contract_zm_points_spent,#exploration,50000,0,3,&#zm_contract/points_spent,&#zm_contract/points_spent_desc,1,u9?0
30032,#contract_zm_same_shield,#milestone,1,0,3,&#zm_contract/same_shield,&#zm_contract/same_shield_desc,1,u9?0
30033,#contract_zm_wonder_weapon_kills,#combat,200,1,3,&#zm_contract/wonder_weapon_kills,&#zm_contract/wonder_weapon_kills_desc,1,u9?0
30034,#contract_zm_trap_kills,#combat,200,0,3,&#zm_contract/trap_kills,&#zm_contract/trap_kills_desc,1,u9?0
30035,#contract_zm_same_location,#combat,1,0,3,&#zm_contract/same_location,&#zm_contract/same_location_desc,1,u9?0
30036,#contract_zm_powerups,#exploration,50,0,3,&#zm_contract/powerups,&#zm_contract/powerups_desc,1,u9?0
30037,#contract_zm_rush_powerups,#exploration,200,0,3,&#zm_contract/rush_powerups,&#zm_contract/rush_powerups_desc,99,u9?0
30038,#contract_zm_move_box,#exploration,5,0,3,&#zm_contract/move_box,&#zm_contract/move_box_desc,1,u9?0
30039,#contract_zm_hip_fire_kills,#combat,250,0,3,&#zm_contract/hip_fire_kills,&#zm_contract/hip_fire_kills_desc,1,u9?0
30040,#contract_zm_fast_travel,#milestone,20,0,3,&#zm_contract/fast_travel,&#zm_contract/fast_travel_desc,1,u9?0
30041,#contract_zm_vermin_kills,#combat,30,0,3,&#zm_contract/vermin_kills,&#zm_contract/vermin_kills_desc,1,u9?0
30042,#contract_zm_catalyst_kills,#combat,30,0,3,&#zm_contract/catalyst_kills,&#zm_contract/catalyst_kills_desc,1,u9?0
30043,#contract_zm_rush_wins,#victory,1,1,3,&#zm_contract/rush_wins,&#zm_contract/rush_wins_desc,99,u9?0
30044,#contract_zm_gauntlet_bronze,#victory,1,0,3,&#zm_contract/gauntlet_bronze,&#zm_contract/gauntlet_bronze_desc,1,u9?0
30045,#contract_zm_zodt8_rounds,#play,20,0,3,&#zm_contract/zodt8_rounds,&#zm_contract/zodt8_rounds_desc,1,u9?0
30046,#contract_zm_towers_rounds,#play,20,0,3,&#zm_contract/towers_rounds,&#zm_contract/towers_rounds_desc,1,u9?0
30047,#contract_zm_escape_rounds,#play,20,0,3,&#zm_contract/escape_rounds,&#zm_contract/escape_rounds_desc,1,u9?0
30048,#contract_zm_office_rounds,#play,20,0,3,&#zm_contract/office_rounds,&#zm_contract/office_rounds_desc,1,u9?0
30049,#contract_zm_mansion_rounds,#play,20,0,3,&#zm_contract/mansion_rounds,&#zm_contract/mansion_rounds_desc,1,u9?0
30050,#contract_zm_red_rounds,#play,20,0,3,&#zm_contract/red_rounds,&#zm_contract/red_rounds_desc,1,u9?0
30051,#contract_zm_white_rounds,#play,20,0,3,&#zm_contract/touring_white,&#hash_2ef495d1991ea172,1,u9?0
30052,#contract_zm_orange_rounds,#play,20,0,3,&#zm_contract/touring_orange,&#hash_28e560dc0fc2888b,1,u9?0
30053,#contract_zm_rush_games,#play,3,0,3,&#zm_contract/rush_games,&#zm_contract/rush_games_desc,99,u9?0
30054,#contract_zm_gauntlet_rounds,#play,10,0,3,&#zm_contract/gauntlet_rounds,&#zm_contract/gauntlet_rounds_desc,1,u9?0
30055,#contract_zm_classic_rounds,#play,20,0,3,&#zm_contract/classic_rounds,&#zm_contract/classic_rounds_desc,1,u9?0
40001,#hash_3a8e1cd16ced090d,#combat,2,0,4,&#hash_75b71f6d22732067,&#hash_10c5d216f3afa039,1,u9?0
40002,#contract_wz_equipment_kill,#equipment,2,0,4,&#hash_7b6d809c12cdf719,&#hash_7631f7ec4ff792b3,1,u9?0
40003,#hash_d0e756015e4f2e4,#equipment,2,0,4,&#hash_564495ce4abbd3e5,&#hash_4cd671959991a6ef,1,u9?0
40004,#contract_wz_smg_kill,#combat,5,0,4,&#hash_287db916b52c44bc,&#hash_715518845cf7f044,1,u9?0
40005,#contract_wz_ar_kill,#combat,5,0,4,&#hash_78b9a1c66123dbd0,&#hash_5c32f768875c70f8,1,u9?0
40006,#contract_wz_sniper_kill,#combat,3,0,4,&#hash_73516931d60ee48c,&#hash_3fd7cc1bc786a9f4,1,u9?0
40007,#contract_wz_shotgun_kill,#combat,3,0,4,&#hash_70a9bbd869d916c3,&#hash_1d3d5f2370873255,1,u9?0
40008,#contract_wz_pistol_kill,#combat,3,0,4,&#hash_4f62c811527ed6e8,&#hash_2ef6229994534930,1,u9?0
40009,#contract_wz_lmg_kill,#combat,3,0,4,&#hash_728f4817286e73b9,&#hash_66dff1317e2a0a93,1,u9?0
40010,#hash_209c6ecb45a25a6a,#exploration,10,0,4,&#hash_50559121bbd47f1a,&#hash_6c0935c5b20f11aa,1,u9?0
40011,#hash_76a6aeacc63e7ce7,#combat,2,0,4,&#hash_1c18d4d345e36b58,&#hash_5fe59df9a2ae5840,1,u9?0
40012,#hash_16305079185fffb7,#exploration,1,0,4,&#hash_6842e9cc12c1faba,&#hash_15e7aa0b0bafd8a,1,u9?0
40013,#hash_101e4b07a4707d36,#exploration,3,0,4,&#hash_2519879eb956c3dc,&#hash_361f7a1aa27b5a24,1,u9?0
40014,#hash_64c765ebb1ad37db,#exploration,10,0,4,&#hash_b11cd5f546c208d,&#hash_1c25f97d10c4f6b7,1,u9?0
40015,#contract_wz_item_scavenged,#exploration,50,0,4,&#hash_7f62a2701aa1682e,&#hash_51bd38fcf592431e,1,u9?0
40016,#hash_6c95edbb431aa4e2,#support,20,0,4,&#hash_561b2aec7b01bbbc,&#hash_68767014facaf544,1,u9?0
40017,#contract_wz_operator_kill,#combat,2,1,4,&#hash_3a4d2add347795ec,&#hash_42c009cdd037ca94,1,u9?0
40018,#hash_27068f5b82298af6,#combat,2,0,4,&#hash_367d28cb41188bfe,&#hash_66accfb3a391a4e,1,u9?0
40019,#hash_6e74e2826c57979a,#combat,3,0,4,&#hash_5ae6c5061df4c0,&#hash_52452e6b379e0348,1,u9?0
40020,#hash_614322e468d90148,#equipment,2,0,4,&#hash_3e470d667d094898,&#hash_11ca9b5c77d11e80,1,u9?0
40021,#hash_222aca7930cc6c4f,#combat,2,0,4,&#hash_2f32ce608d340e2d,&#hash_6c9261890b006e97,1,u9?0
40022,#hash_20b07175517ed179,#exploration,3,0,4,&#hash_47ef6543adc3dd18,&#hash_7f9d2d29e4f58c00,1,u9?0
40023,#hash_375ede206821cb1,#combat,2,1,4,&#hash_4a121fc2f4c37c19,&#hash_504d0c3a65fc01b3,1,u9?0
40024,#contract_wz_solo_placement,#victory,2,1,4,&#hash_7785ba290b9470cb,&#hash_2691a377bfef0fdd,1,u9?0
40025,#hash_48730ce04835417f,#victory,2,1,4,&#hash_22b106d0e66ea333,&#hash_1d7bc2dac7c54225,1,u9?0
40026,#contract_wz_quads_placement,#victory,2,1,4,&#hash_1d34be815a6e8760,&#hash_268563f06f065228,1,u9?0
40027,#hash_5468af4499f0c7fe,#equipment,2,0,4,&#hash_c6f4346fce85c6,&#hash_25cada5380cd2b6,1,u9?0
40028,#contract_wz_kill_zombies,#combat,30,0,4,&#contract/wz_kill_zombies,&#contract/wz_kill_zombies_desc,1,u9?0
40029,#hash_662a7934c69c5aa7,#combat,5,0,4,&#hash_6b633ea084ce775,&#hash_1f10e5458d9bdc5f,1,u9?0
40030,#hash_427ce6c8328c38d0,#combat,3,1,4,&#hash_1478055504e1d93c,&#hash_50508129b32d5dc4,1,u9?0
40031,#hash_3ff60e8cd6dabd89,#support,2,0,4,&#hash_573e1fa34eea134d,&#hash_41623e53a7d67e77,1,u9?0
40032,#hash_42580a6cc2bf989e,#victory,1,1,4,&#hash_617e987fadfdb8d2,&#hash_700f90f356365202,1,u9?0
40033,#hash_4b331df1cf084980,#support,10,0,4,&#contract/wz_revives,&#contract/wz_revives_desc,1,u9?0
40034,#contract_wz_kill_player_you_downed,#combat,5,0,4,&#hash_27737fb4c93e638f,&#hash_588fcc5a23521601,1,u9?0
40035,#contract_wz_swimming_kill,#combat,3,1,4,&#hash_60eb417853a51245,&#hash_7221b91ff710800f,1,u9?0
40036,#hash_5d572a379b7adf62,#exploration,1,0,4,&#hash_9cfd5dda3fc0083,&#hash_3f64c0ba4274e815,1,u9?0
40037,#hash_579396af83d0d2b6,#combat,1,0,4,&#hash_68169bcad3ce18c2,&#hash_2ce50d559971c952,1,u9?0
40038,#hash_165a9439e9bfe79e,#combat,3,0,4,&#hash_5ccf21889cd6c79c,&#hash_39b6fcac891146e4,1,u9?0
40039,#contract_wz_entered_air_sea_land_vehicles,#support,1,0,4,&#hash_3ac1e87cb39901e,&#hash_7a6fc18970b1e62e,1,u9?0
40040,#contract_wz_kill_with_different_guns,#combat,1,1,4,&#hash_15698b019d4f226c,&#hash_4e8726a77402014,1,u9?0
40041,#hash_4bc7882cf1404beb,#combat,2,0,4,&#hash_77f3fa5c798d3795,&#hash_5f0fcf4dc66a53f,1,u9?0
40042,#contract_wz_backpack_scavenged,#exploration,5,0,4,&#hash_47f678e91b68e10c,&#hash_754306c247604f74,1,u9?0
40043,#hash_6d2f5796b496e676,#equipment,1,1,4,&#hash_18c537082af95584,&#hash_607eb3ebecaa26ac,1,u9?0
40044,#contract_wz_win_without_healing,#victory,1,1,4,&#hash_10b7727a9d049766,&#hash_7d8432226fc83696,1,u9?0
40045,#hash_29c133baf1e0570a,#equipment,1,1,4,&#hash_68ec324fa4803d22,&#hash_78cec4f29170f2,1,u9?0
40046,#contract_wz_zm_player_character_kill,#combat,5,0,4,&#hash_13367fdda48c7bd6,&#hash_623c3314aeec8aa6,1,u9?0
40047,#contract_wz_wz_player_character_kill,#combat,5,0,4,&#hash_3844c60bd63dc17e,&#hash_4105d3515243cace,1,u9?0
40048,#contract_wz_mp_player_character_kill,#combat,5,0,4,&#hash_37882745a027d6c6,&#hash_49c5d6ce52125b6,1,u9?0
40049,#contract_wz_time_played,#play,45,0,4,&#hash_19293addc550f8b3,&#hash_6c450ab6933352a5,1,u9?0
40050,#hash_1dbb5150a78086fb,#play,45,0,4,&#hash_4a2ec97650a90bcb,&#hash_6ae5bfed41500dd,1,u9?0
40051,#hash_67444eea6c3a2b4,#play,45,0,4,&#hash_11a27c48ce7e1e00,&#hash_564a70bb9aec7888,1,u9?0
40052,#hash_6f4d7d1506be4c97,#play,45,0,4,&#hash_168cfa6489ff021b,&#hash_31b2a5f98d9cfbcd,1,u9?0
40053,#hash_395b9be57a35044e,#play,45,0,4,&#hash_245e18d58bd29452,&#hash_3400a6df7eea3482,1,u9?0
40054,#hash_533d85cab61c7cbe,#play,45,0,4,&#hash_61aa25a60d4b6306,&#hash_3a900f42a9b7c1f6,1,u9?0
40055,#hash_47ce5d5ec0614886,#play,45,0,4,&#hash_2e4f005b620bf7e6,&#hash_2d37de08f7178816,1,u9?0
40056,#hash_6bdbeb895b012fb2,#play,45,0,4,&#hash_384be7793021f5dc,&#hash_656314e523c3b024,1,u9?0
40057,#hash_137173b281445b4d,#play,45,0,4,&#hash_528fb3b684b78575,&#hash_238a5cea9242f65f,1,u9?0
40058,#hash_114034ef741c57c,#play,45,0,4,&#hash_8bc275933a43300,&#hash_745da2f5f8589788,1,u9?0
40059,#hash_158213f4ee12211e,#play,45,0,4,&#hash_437df738324383d2,&#hash_7704ccbc0841d302,1,u9?0
40060,#hash_17ed7af10aadfdbf,#play,45,0,4,&#hash_27e2a9ffea27976c,&#hash_1dd65480ea675f14,1,u9?0
40061,#hash_1567f7b8fb5d379a,#combat,2,0,4,&#hash_69f85fa4eab85b5b,&#hash_51139ac646f9c20d,1,u9?0
40062,#contract_wz_kill_concussed_player,#equipment,2,0,4,&#hash_76d8d1a0ca860d09,&#hash_c81a83150e769c3,1,u9?0
40063,#contract_wz_win_match,#victory,1,1,4,&#hash_3f563a571d5e3bb4,&#hash_70eb69d5ee40abbc,1,u9?0