1024,0,5,#weapon_pistol,#headshots,7#challenge/weapon_headshots,250,0,u3?0,#camo_alfa,#,0,7#,u3?1,0,FALSE,camo_alfa,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1025,1,10,#weapon_pistol,#headshots,7#challenge/weapon_headshots,500,0,u3?0,#camo_bravo,#,0,7#,u3?1,0,FALSE,camo_bravo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1026,2,15,#weapon_pistol,#headshots,7#challenge/weapon_headshots,750,0,u3?0,#camo_charlie,#,0,7#,u3?1,0,FALSE,camo_charlie,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1027,3,20,#weapon_pistol,#headshots,7#challenge/weapon_headshots,1000,0,u3?0,#camo_delta,#,0,7#,u3?1,0,FALSE,camo_delta,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1028,4,30,#weapon_pistol,#headshots,7#challenge/weapon_headshots,1500,0,u3?0,#camo_echo,#,0,7#,u3?1,0,FALSE,camo_echo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1029,5,40,#weapon_pistol,#headshots,7#challenge/weapon_headshots,2000,0,u3?0,#camo_foxtrot,#,0,7#,u3?1,0,FALSE,camo_foxtrot,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1030,6,50,#weapon_pistol,#headshots,7#challenge/weapon_headshots,2500,0,u3?0,#camo_golf,#,0,7#,u3?1,0,FALSE,camo_golf,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1031,7,75,#weapon_pistol,#headshots,7#challenge/weapon_headshots,3500,0,u3?0,#camo_hotel,#,0,7#,u3?1,0,FALSE,camo_hotel,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1032,8,100,#weapon_pistol,#headshots,7#challenge/weapon_headshots,5000,0,u3?0,#camo_india,#challenges_tu,0,7#,u3?1,0,FALSE,camo_india,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1033,0,10,#weapon_pistol,#longshot_kill,7#challenge/weapon_longshots,2500,1032,u3?0,#camo_juliett,#challenges_tu,0,7#,u3?1,0,FALSE,camo_juliett,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1034,0,50,#weapon_pistol,#kills_noatt,7#challenge/weapon_noattachment,2500,1032,u3?0,#camo_kilo,#challenges_tu,0,7#,u3?1,0,FALSE,camo_kilo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1035,0,50,#weapon_pistol,#kills_loaded,7#hash_48fa9e0371c0697a,2500,1032,u3?0,#camo_lima,#challenges_tu,0,7#,u3?1,0,FALSE,camo_lima,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1036,0,5,#weapon_pistol,#multikill_2,7#challenge/weapon_doublekill,2500,1032,u3?0,#camo_mike,#challenges_tu,0,7#,u3?1,0,FALSE,camo_mike,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1037,0,5,#weapon_pistol,#killstreak_5,7#challenge/weapon_bloodthirsty,2500,1032,u3?0,#camo_november,#challenges_tu,0,7#,u3?1,0,FALSE,camo_november,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1038,0,6,#weapon_pistol,#challenges_tu,7#challenge/mastery_expert,5000,0,u3?0,#camo_gold,#challenges_tu,0,7#,u3?1,0,FALSE,camo_gold,FALSE,FALSE,FALSE,TRUE,FALSE,#,#,0
1039,1,7,#weapon_pistol,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#pistol_fullauto_gold,0,7#,u3?1,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1040,0,1,#global,#pistol_fullauto_gold,7#challenge/empty_string,0,0,u3?0,#,#pistol_fullauto_for_diamond,0,7#,u3?1,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1041,0,1,#global,#secondary_mastery_pistol,7#challenge/empty_string,0,0,u3?0,#,#pistol_fullauto_for_diamond,0,7#,u3?1,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1042,0,1,#global,#pistol_fullauto_for_diamond,7#challenge/empty_string,0,669,u3?0,#,#pistol_fullauto_for_diamond,0,7#,u3?1,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1043,0,1,#global,#pistol_fullauto_for_diamond,7#challenge/empty_string,0,1040,u3?0,#,#pistol_fullauto_for_diamond,0,7#,u3?1,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1044,1,3,#global,#pistol_fullauto_for_diamond,7#hash_527e9c27c50ebbd6,5000,0,u3?0,#camo_diamond,#,0,7#,u3?1,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1045,0,10,#weapon_knife,#kills,7#challenge/combat_knife_kills,250,0,u3?0,#camo_alfa,#,0,7#,u3?4,0,FALSE,camo_alfa,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1046,1,20,#weapon_knife,#kills,7#challenge/combat_knife_kills,500,0,u3?0,#camo_bravo,#,0,7#,u3?4,0,FALSE,camo_bravo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1047,2,40,#weapon_knife,#kills,7#challenge/combat_knife_kills,750,0,u3?0,#camo_charlie,#,0,7#,u3?4,0,FALSE,camo_charlie,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1048,3,60,#weapon_knife,#kills,7#challenge/combat_knife_kills,1000,0,u3?0,#camo_delta,#,0,7#,u3?4,0,FALSE,camo_delta,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1049,4,80,#weapon_knife,#kills,7#challenge/combat_knife_kills,1500,0,u3?0,#camo_echo,#,0,7#,u3?4,0,FALSE,camo_echo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1050,5,100,#weapon_knife,#kills,7#challenge/combat_knife_kills,2000,0,u3?0,#camo_foxtrot,#,0,7#,u3?4,0,FALSE,camo_foxtrot,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1051,6,120,#weapon_knife,#kills,7#challenge/combat_knife_kills,2500,0,u3?0,#camo_golf,#,0,7#,u3?4,0,FALSE,camo_golf,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1052,7,160,#weapon_knife,#kills,7#challenge/combat_knife_kills,3500,0,u3?0,#camo_hotel,#,0,7#,u3?4,0,FALSE,camo_hotel,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1053,8,200,#weapon_knife,#kills,7#challenge/combat_knife_kills,5000,0,u3?0,#camo_india,#challenges_tu,0,7#,u3?4,0,FALSE,camo_india,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1054,0,10,#weapon_knife,#backstabber_kill,7#challenge/backstabber_kill,2500,1053,u3?0,#camo_juliett,#challenges_tu,0,7#,u3?4,0,FALSE,camo_juliett,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1055,0,5,#weapon_knife,#kill_enemy_when_injured,7#challenge/kill_enemy_when_injured,2500,1053,u3?0,#camo_kilo,#challenges_tu,0,7#,u3?4,0,FALSE,camo_kilo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1056,0,5,#weapon_knife,#revenge_kill,7#challenge/weapon_revenge,2500,1053,u3?0,#camo_lima,#challenges_tu,0,7#,u3?4,0,FALSE,camo_lima,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1057,0,5,#weapon_knife,#kill_enemy_with_their_weapon,7#challenge/kill_enemy_with_their_weapon,2500,1053,u3?0,#camo_mike,#challenges_tu,0,7#,u3?4,0,FALSE,camo_mike,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1058,0,5,#weapon_knife,#killstreak_5,7#challenge/weapon_bloodthirsty,2500,1053,u3?0,#camo_november,#challenges_tu,0,7#,u3?4,0,FALSE,camo_november,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1059,0,6,#weapon_knife,#challenges_tu,7#challenge/mastery_expert,5000,0,u3?0,#camo_gold,#challenges_tu,0,7#,u3?4,0,FALSE,camo_gold,FALSE,FALSE,FALSE,TRUE,FALSE,#,#,0
1060,1,7,#weapon_knife,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#hash_78bb79acb13394d0,0,7#,u3?16,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1061,0,1,#global,#hash_78bb79acb13394d0,7#challenge/empty_string,0,0,u3?0,#,#hash_68132ad0d6af6bda,0,7#,u3?16,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1062,1,4,#global,#secondary_mastery_final,7#challenge/empty_string,0,0,u3?0,#,#hash_68132ad0d6af6bda,0,7#,u3?16,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1063,0,1,#global,#hash_68132ad0d6af6bda,7#challenge/empty_string,0,677,u3?0,#,#hash_68132ad0d6af6bda,0,7#,u3?16,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1064,0,1,#global,#hash_68132ad0d6af6bda,7#challenge/empty_string,0,1061,u3?0,#,#hash_68132ad0d6af6bda,0,7#,u3?16,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1065,1,3,#global,#hash_68132ad0d6af6bda,7#hash_54dda7a374d63500,5000,0,u3?0,#camo_diamond,#,0,7#,u3?16,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1066,0,5,#weapon_assault,#headshots,7#challenge/weapon_headshots,250,0,u3?0,#camo_alfa,#,0,7#,u3?19,0,FALSE,camo_alfa,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1067,1,10,#weapon_assault,#headshots,7#challenge/weapon_headshots,500,0,u3?0,#camo_bravo,#,0,7#,u3?19,0,FALSE,camo_bravo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1068,2,15,#weapon_assault,#headshots,7#challenge/weapon_headshots,750,0,u3?0,#camo_charlie,#,0,7#,u3?19,0,FALSE,camo_charlie,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1069,3,20,#weapon_assault,#headshots,7#challenge/weapon_headshots,1000,0,u3?0,#camo_delta,#,0,7#,u3?19,0,FALSE,camo_delta,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1070,4,30,#weapon_assault,#headshots,7#challenge/weapon_headshots,1500,0,u3?0,#camo_echo,#,0,7#,u3?19,0,FALSE,camo_echo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1071,5,40,#weapon_assault,#headshots,7#challenge/weapon_headshots,2000,0,u3?0,#camo_foxtrot,#,0,7#,u3?19,0,FALSE,camo_foxtrot,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1072,6,50,#weapon_assault,#headshots,7#challenge/weapon_headshots,2500,0,u3?0,#camo_golf,#,0,7#,u3?19,0,FALSE,camo_golf,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1073,7,75,#weapon_assault,#headshots,7#challenge/weapon_headshots,3500,0,u3?0,#camo_hotel,#,0,7#,u3?19,0,FALSE,camo_hotel,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1074,8,100,#weapon_assault,#headshots,7#challenge/weapon_headshots,5000,0,u3?0,#camo_india,#challenges_tu,0,7#,u3?19,0,FALSE,camo_india,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1075,0,10,#weapon_assault,#longshot_kill,7#challenge/weapon_longshots,2500,1074,u3?0,#camo_juliett,#challenges_tu,0,7#,u3?19,0,FALSE,camo_juliett,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1076,0,50,#weapon_assault,#kills_noatt,7#challenge/weapon_noattachment,2500,1074,u3?0,#camo_kilo,#challenges_tu,0,7#,u3?19,0,FALSE,camo_kilo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1077,0,50,#weapon_assault,#kills_loaded,7#challenge/weapon_loadedkills,2500,1074,u3?0,#camo_lima,#challenges_tu,0,7#,u3?19,0,FALSE,camo_lima,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1078,0,5,#weapon_assault,#multikill_2,7#challenge/weapon_doublekill,2500,1074,u3?0,#camo_mike,#challenges_tu,0,7#,u3?19,0,FALSE,camo_mike,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1079,0,5,#weapon_assault,#killstreak_5,7#challenge/weapon_bloodthirsty,2500,1074,u3?0,#camo_november,#challenges_tu,0,7#,u3?19,0,FALSE,camo_november,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1080,0,6,#weapon_assault,#challenges_tu,7#challenge/mastery_expert,5000,0,u3?0,#camo_gold,#challenges_tu,0,7#,u3?19,0,FALSE,camo_gold,FALSE,FALSE,FALSE,TRUE,FALSE,#,#,0
1081,1,7,#weapon_assault,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#ar_standard_gold,0,7#,u3?26,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1082,0,1,#global,#ar_standard_gold,7#challenge/empty_string,0,0,u3?0,#,#ar_standard_for_diamond,0,7#,u3?26,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1083,0,1,#global,#weapons_mastery_assault,7#challenge/empty_string,0,0,u3?0,#,#ar_standard_for_diamond,0,7#,u3?26,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1084,0,1,#global,#ar_standard_for_diamond,7#challenge/empty_string,0,662,u3?0,#,#ar_standard_for_diamond,0,7#,u3?26,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1085,0,1,#global,#ar_standard_for_diamond,7#challenge/empty_string,0,1082,u3?0,#,#ar_standard_for_diamond,0,7#,u3?26,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1086,1,3,#global,#ar_standard_for_diamond,7#hash_1ce88dc99937bd86,5000,0,u3?0,#camo_diamond,#,0,7#,u3?26,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1087,1,7,#weapon_knife,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#melee_slaybell_gold,0,7#,u3?29,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1088,0,1,#global,#melee_slaybell_gold,7#challenge/empty_string,0,0,u3?0,#,#melee_slaybell_for_diamond,0,7#,u3?29,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1089,1,4,#global,#secondary_mastery_final,7#challenge/empty_string,0,0,u3?0,#,#melee_slaybell_for_diamond,0,7#,u3?29,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1090,0,1,#global,#melee_slaybell_for_diamond,7#challenge/empty_string,0,677,u3?0,#,#melee_slaybell_for_diamond,0,7#,u3?29,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1091,0,1,#global,#melee_slaybell_for_diamond,7#challenge/empty_string,0,1088,u3?0,#,#melee_slaybell_for_diamond,0,7#,u3?29,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1092,1,3,#global,#melee_slaybell_for_diamond,7#hash_54dda7a374d63500,5000,0,u3?0,#camo_diamond,#,0,7#,u3?29,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1093,0,5,#weapon_smg,#headshots,7#challenge/weapon_headshots,250,0,u3?0,#camo_alfa,#,0,7#,u3?32,0,FALSE,camo_alfa,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1094,1,10,#weapon_smg,#headshots,7#challenge/weapon_headshots,500,0,u3?0,#camo_bravo,#,0,7#,u3?32,0,FALSE,camo_bravo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1095,2,15,#weapon_smg,#headshots,7#challenge/weapon_headshots,750,0,u3?0,#camo_charlie,#,0,7#,u3?32,0,FALSE,camo_charlie,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1096,3,20,#weapon_smg,#headshots,7#challenge/weapon_headshots,1000,0,u3?0,#camo_delta,#,0,7#,u3?32,0,FALSE,camo_delta,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1097,4,30,#weapon_smg,#headshots,7#challenge/weapon_headshots,1500,0,u3?0,#camo_echo,#,0,7#,u3?32,0,FALSE,camo_echo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1098,5,40,#weapon_smg,#headshots,7#challenge/weapon_headshots,2000,0,u3?0,#camo_foxtrot,#,0,7#,u3?32,0,FALSE,camo_foxtrot,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1099,6,50,#weapon_smg,#headshots,7#challenge/weapon_headshots,2500,0,u3?0,#camo_golf,#,0,7#,u3?32,0,FALSE,camo_golf,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1100,7,75,#weapon_smg,#headshots,7#challenge/weapon_headshots,3500,0,u3?0,#camo_hotel,#,0,7#,u3?32,0,FALSE,camo_hotel,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1101,8,100,#weapon_smg,#headshots,7#challenge/weapon_headshots,5000,0,u3?0,#camo_india,#challenges_tu,0,7#,u3?32,0,FALSE,camo_india,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1102,0,10,#weapon_smg,#revenge_kill,7#challenge/weapon_revenge,2500,1101,u3?0,#camo_juliett,#challenges_tu,0,7#,u3?32,0,FALSE,camo_juliett,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1103,0,50,#weapon_smg,#kills_noatt,7#challenge/weapon_noattachment,2500,1101,u3?0,#camo_kilo,#challenges_tu,0,7#,u3?32,0,FALSE,camo_kilo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1104,0,50,#weapon_smg,#kills_loaded,7#challenge/weapon_loadedkills,2500,1101,u3?0,#camo_lima,#challenges_tu,0,7#,u3?32,0,FALSE,camo_lima,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1105,0,5,#weapon_smg,#multikill_2,7#challenge/weapon_doublekill,2500,1101,u3?0,#camo_mike,#challenges_tu,0,7#,u3?32,0,FALSE,camo_mike,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1106,0,5,#weapon_smg,#killstreak_5,7#challenge/weapon_bloodthirsty,2500,1101,u3?0,#camo_november,#challenges_tu,0,7#,u3?32,0,FALSE,camo_november,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1107,0,6,#weapon_smg,#challenges_tu,7#challenge/mastery_expert,5000,0,u3?0,#camo_gold,#challenges_tu,0,7#,u3?32,0,FALSE,camo_gold,FALSE,FALSE,FALSE,TRUE,FALSE,#,#,0
1108,1,7,#weapon_smg,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#smg_fastburst_gold,0,7#,u3?38,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1109,0,1,#global,#smg_fastburst_gold,7#challenge/empty_string,0,0,u3?0,#,#smg_fastburst_for_diamond,0,7#,u3?38,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1110,1,1,#global,#weapons_mastery_smg,7#challenge/empty_string,0,0,u3?0,#,#smg_fastburst_for_diamond,0,7#,u3?38,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1111,0,1,#global,#smg_fastburst_for_diamond,7#challenge/empty_string,0,663,u3?0,#,#smg_fastburst_for_diamond,0,7#,u3?38,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1112,0,1,#global,#smg_fastburst_for_diamond,7#challenge/empty_string,0,1109,u3?0,#,#smg_fastburst_for_diamond,0,7#,u3?38,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1113,1,3,#global,#smg_fastburst_for_diamond,7#hash_bd40524fbfce6c4,5000,0,u3?0,#camo_diamond,#,0,7#,u3?38,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1114,1,7,#weapon_smg,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#smg_folding_gold,0,7#,u3?41,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1115,0,1,#global,#smg_folding_gold,7#challenge/empty_string,0,0,u3?0,#,#smg_folding_for_diamond,0,7#,u3?41,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1116,1,1,#global,#weapons_mastery_smg,7#challenge/empty_string,0,0,u3?0,#,#smg_folding_for_diamond,0,7#,u3?41,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1117,0,1,#global,#smg_folding_for_diamond,7#challenge/empty_string,0,663,u3?0,#,#smg_folding_for_diamond,0,7#,u3?41,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1118,0,1,#global,#smg_folding_for_diamond,7#challenge/empty_string,0,1115,u3?0,#,#smg_folding_for_diamond,0,7#,u3?41,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1119,1,3,#global,#smg_folding_for_diamond,7#hash_bd40524fbfce6c4,5000,0,u3?0,#camo_diamond,#,0,7#,u3?41,0,FALSE,camo_diamond,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1120,0,5,#weapon_cqb,#headshots,7#challenge/weapon_headshots,250,0,u3?0,#camo_alfa,#,0,7#,u3?44,0,FALSE,camo_alfa,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1121,1,10,#weapon_cqb,#headshots,7#challenge/weapon_headshots,500,0,u3?0,#camo_bravo,#,0,7#,u3?44,0,FALSE,camo_bravo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1122,2,15,#weapon_cqb,#headshots,7#challenge/weapon_headshots,750,0,u3?0,#camo_charlie,#,0,7#,u3?44,0,FALSE,camo_charlie,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1123,3,20,#weapon_cqb,#headshots,7#challenge/weapon_headshots,1000,0,u3?0,#camo_delta,#,0,7#,u3?44,0,FALSE,camo_delta,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1124,4,30,#weapon_cqb,#headshots,7#challenge/weapon_headshots,1500,0,u3?0,#camo_echo,#,0,7#,u3?44,0,FALSE,camo_echo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1125,5,40,#weapon_cqb,#headshots,7#challenge/weapon_headshots,2000,0,u3?0,#camo_foxtrot,#,0,7#,u3?44,0,FALSE,camo_foxtrot,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1126,6,50,#weapon_cqb,#headshots,7#challenge/weapon_headshots,2500,0,u3?0,#camo_golf,#,0,7#,u3?44,0,FALSE,camo_golf,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1127,7,75,#weapon_cqb,#headshots,7#challenge/weapon_headshots,3500,0,u3?0,#camo_hotel,#,0,7#,u3?44,0,FALSE,camo_hotel,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1128,8,100,#weapon_cqb,#headshots,7#challenge/weapon_headshots,5000,0,u3?0,#camo_india,#challenges_tu,0,7#,u3?44,0,FALSE,camo_india,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1129,0,10,#weapon_cqb,#revenge_kill,7#challenge/weapon_revenge,2500,1128,u3?0,#camo_juliett,#challenges_tu,0,7#,u3?44,0,FALSE,camo_juliett,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1130,0,50,#weapon_cqb,#kills_noatt,7#challenge/weapon_noattachment,2500,1128,u3?0,#camo_kilo,#challenges_tu,0,7#,u3?44,0,FALSE,camo_kilo,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1131,0,50,#weapon_cqb,#kills_loaded,7#hash_99b8122f856e1cb,2500,1128,u3?0,#camo_lima,#challenges_tu,0,7#,u3?44,0,FALSE,camo_lima,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1132,0,5,#weapon_cqb,#multikill_2,7#challenge/weapon_doublekill,2500,1128,u3?0,#camo_mike,#challenges_tu,0,7#,u3?44,0,FALSE,camo_mike,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1133,0,5,#weapon_cqb,#killstreak_5,7#challenge/weapon_bloodthirsty,2500,1128,u3?0,#camo_november,#challenges_tu,0,7#,u3?44,0,FALSE,camo_november,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1134,0,6,#weapon_cqb,#challenges_tu,7#challenge/mastery_expert,5000,0,u3?0,#camo_gold,#challenges_tu,0,7#,u3?44,0,FALSE,camo_gold,FALSE,FALSE,FALSE,TRUE,FALSE,#,#,0
1135,1,7,#weapon_cqb,#challenges_tu,7#challenge/empty_string,0,0,u3?0,#,#shotgun_fullauto_gold,0,7#,u3?48,0,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,#,#,0
1136,0,1,#global,#shotgun_fullauto_gold,7#challenge/empty_string,0,0,u3?0,#,#shotgun_fullauto_for_diamond,0,7#,u3?48,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1137,1,1,#global,#secondary_mastery_cqb,7#challenge/empty_string,0,0,u3?0,#,#shotgun_fullauto_for_diamond,0,7#,u3?48,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
1138,0,1,#global,#shotgun_fullauto_for_diamond,7#challenge/empty_string,0,666,u3?0,#,#shotgun_fullauto_for_diamond,0,7#,u3?48,0,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,#,#,0
